# End points of segments: 
#   0.00000000 0.20877740 0.31316630 0.49415380 0.59051150 
0.000000 -0.000818
0.004176 0.164214
0.008351 0.328379
0.012527 0.492436
0.016702 0.656334
0.020878 0.820017
0.025053 0.983426
0.029229 1.146503
0.033404 1.309185
0.037580 1.471406
0.041756 1.633098
0.045931 1.794187
0.050107 1.954597
0.054282 2.113409
0.058458 2.271250
0.062633 2.428046
0.066809 2.583725
0.070984 2.738216
0.075160 2.891448
0.079335 3.043353
0.083511 3.193861
0.087687 3.342904
0.091862 3.490415
0.096038 3.636329
0.100213 3.780579
0.104389 3.923102
0.108564 4.063833
0.112740 4.202709
0.116915 4.339668
0.121091 4.474648
0.125267 4.607120
0.129442 4.732860
0.133618 4.855176
0.137793 4.973849
0.141969 5.088647
0.146144 5.199325
0.150320 5.305619
0.154495 5.407251
0.158671 5.503920
0.162846 5.595305
0.167022 5.681060
0.171198 5.760814
0.175373 5.834167
0.179549 5.900695
0.183724 5.959948
0.187900 6.011452
0.192075 6.054720
0.196251 6.089264
0.200426 6.114602
0.204602 6.130290
0.208777 6.135939

0.208777 6.135939
0.210865 6.134508
0.212953 6.130459
0.215041 6.123773
0.217129 6.114442
0.219216 6.102466
0.221304 6.087857
0.223392 6.070639
0.225480 6.050846
0.227567 6.028527
0.229655 6.003739
0.231743 5.976555
0.233831 5.947058
0.235919 5.915343
0.238006 5.881516
0.240094 5.845693
0.242182 5.808002
0.244270 5.768578
0.246357 5.727564
0.248445 5.685113
0.250533 5.641383
0.252621 5.596539
0.254709 5.550751
0.256796 5.504194
0.258884 5.457048
0.260972 5.409495
0.263060 5.361720
0.265147 5.313912
0.267235 5.266261
0.269323 5.218958
0.271411 5.172193
0.273498 5.126160
0.275586 5.081050
0.277674 5.037051
0.279762 4.994352
0.281850 4.953138
0.283937 4.913590
0.286025 4.875885
0.288113 4.840194
0.290201 4.806681
0.292289 4.775504
0.294376 4.746811
0.296464 4.720739
0.298552 4.697417
0.300640 4.676960
0.302727 4.659470
0.304815 4.645037
0.306903 4.633733
0.308991 4.625616
0.311078 4.620730
0.313166 4.619098

0.313166 4.619098
0.316786 4.616726
0.320406 4.609613
0.324026 4.597770
0.327645 4.581212
0.331265 4.559961
0.334885 4.534047
0.338505 4.503505
0.342124 4.468376
0.345744 4.428706
0.349364 4.384548
0.352984 4.335960
0.356603 4.283006
0.360223 4.225754
0.363843 4.164276
0.367463 4.098652
0.371082 4.028962
0.374702 3.955293
0.378322 3.877735
0.381942 3.796382
0.385561 3.711330
0.389181 3.622678
0.392801 3.530531
0.396421 3.434993
0.400040 3.336172
0.403660 3.234177
0.407280 3.129121
0.410900 3.021117
0.414519 2.910281
0.418139 2.796729
0.421759 2.680579
0.425379 2.561949
0.428998 2.440961
0.432618 2.317735
0.436238 2.192392
0.439858 2.065055
0.443477 1.935847
0.447097 1.804891
0.450717 1.672310
0.454337 1.538229
0.457956 1.402773
0.461576 1.266065
0.465196 1.128230
0.468816 0.989393
0.472435 0.849680
0.476055 0.709215
0.479675 0.568124
0.483295 0.426531
0.486914 0.284562
0.490534 0.142342
0.494154 -0.000818

0.494154 -0.000818
0.496081 0.070125
0.498008 0.140241
0.499935 0.210327
0.501862 0.280367
0.503790 0.350348
0.505717 0.420254
0.507644 0.490070
0.509571 0.559783
0.511498 0.629376
0.513425 0.698835
0.515352 0.768145
0.517280 0.837291
0.519207 0.906258
0.521134 0.975031
0.523061 1.043596
0.524988 1.111936
0.526915 1.180038
0.528843 1.247887
0.530770 1.315466
0.532697 1.382762
0.534624 1.449759
0.536551 1.516442
0.538478 1.582796
0.540405 1.648807
0.542333 1.714458
0.544260 1.779736
0.546187 1.844625
0.548114 1.909109
0.550041 1.973175
0.551968 2.036806
0.553896 2.099988
0.555823 2.162706
0.557750 2.224944
0.559677 2.286688
0.561604 2.347922
0.563531 2.408632
0.565458 2.468802
0.567386 2.528418
0.569313 2.587464
0.571240 2.645926
0.573167 2.703788
0.575094 2.761036
0.577021 2.817654
0.578949 2.873629
0.580876 2.928944
0.582803 2.983586
0.584730 3.037540
0.586657 3.090791
0.588584 3.143325
0.590511 3.195126


0.000000 -0.000818
0.004176 0.164678
0.008351 0.329281
0.012527 0.493733
0.016702 0.657958
0.020878 0.821882
0.025053 0.985430
0.029229 1.148525
0.033404 1.311093
0.037580 1.473058
0.041756 1.634347
0.045931 1.794885
0.050107 1.954597
0.054282 2.114246
0.058458 2.273048
0.062633 2.430911
0.066809 2.587740
0.070984 2.743432
0.075160 2.897882
0.079335 3.050975
0.083511 3.202593
0.087687 3.352612
0.091862 3.500902
0.096038 3.647324
0.100213 3.791737
0.104389 3.933990
0.108564 4.073927
0.112740 4.211384
0.116915 4.346189
0.121091 4.478164
0.125267 4.607588
0.129442 4.738426
0.133618 4.867103
0.137793 4.993558
0.141969 5.117732
0.146144 5.239565
0.150320 5.358999
0.154495 5.475974
0.158671 5.590431
0.162846 5.702311
0.167022 5.811554
0.171198 5.918099
0.175373 6.021885
0.179549 6.122847
0.183724 6.220919
0.187900 6.316029
0.192075 6.408100
0.196251 6.497046
0.200426 6.582767
0.204602 6.665144
0.208777 6.744031

0.208777 6.744031
0.210865 6.707372
0.212953 6.669020
0.215041 6.630692
0.217129 6.592457
0.219216 6.554360
0.221304 6.516440
0.223392 6.478733
0.225480 6.441277
0.227567 6.404107
0.229655 6.367259
0.231743 6.330767
0.233831 6.294666
0.235919 6.258991
0.238006 6.223776
0.240094 6.189053
0.242182 6.154856
0.244270 6.121219
0.246357 6.088173
